Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim
H5241,2015,1.0,0,N,V,V,U,7500.0,Non-combustible,without,13213,non
H15288,2014,1.0,0,V,N,O,R,170.0,Fire-resistive,2,13071,oui
H50,2015,1.0,0,V,N,O,R,1700.0,Ordinary,4,33063,non
H17357,2012,1.0,0,V,N,O,R,300.0,Fire-resistive,3,49007,oui
H13438,2014,1.0,0,N,V,V,U,500.0,Ordinary,without,92024,non
H2905,2016,0.5,0,V,N,O,R,575.0,Fire-resistive,3,74173,non
H6552,2012,1.0,0,V,N,O,R,2700.0,Fire-resistive,8,81004,non
H15438,2013,1.0,1,V,N,O,R,1630.0,Wood-framed,5,6088,non
H4482,2012,1.0,0,N,V,V,U,500.0,Fire-resistive,without,87085,non
H6185,2012,1.0,0,V,V,V,U,550.0,Non-combustible,without,62108,oui
H17595,2012,1.0,0,V,N,O,R,350.0,Non-combustible,3,77372,non
H15444,2012,1.0,0,V,N,O,R,1150.0,Non-combustible,4,66164,non
H16604,2012,1.0,1,V,N,O,R,169.0,Non-combustible,3,66136,non
H2423,2012,1.0,0,V,N,O,R,600.0,Non-combustible,4,62826,non
H15296,2016,1.0,0,V,N,O,R,3300.0,Fire-resistive,3,74224,oui
H14580,2012,1.0,1,N,V,V,U,350.0,Non-combustible,without,38185,non
H13325,2012,1.0,1,N,V,V,U,300.0,Non-combustible,without,83070,non
H14220,2012,1.0,0,N,V,V,U,300.0,Non-combustible,without,13208,oui
H15359,2012,1.0,0,V,N,O,R,499.0,Non-combustible,3,62261,non
H5177,2013,1.0,1,V,V,V,U,5424.0,Ordinary,without,94038,non
H13755,2016,0.5,0,N,V,V,U,600.0,Non-combustible,without,13212,non
H15774,2016,0.5,1,V,N,O,R,1125.0,Wood-framed,7,75115,non
H13783,2013,1.0,0,N,V,V,U,1800.0,Non-combustible,without,13207,non
H3263,2012,1.0,0,V,V,V,U,140.0,Non-combustible,without,30133,non
H2376,2012,1.0,0,V,V,V,U,250.0,Fire-resistive,without,13117,non
H4136,2014,1.0,0,V,V,V,U,2931.0,Fire-resistive,without,74268,non
H19339,2014,1.0,1,V,N,O,R,880.0,Non-combustible,4,66130,non
H18565,2014,1.0,0,V,N,O,R,400.0,Fire-resistive,3,13022,oui
H17368,2015,1.0,0,V,N,O,R,700.0,Non-combustible,2,13204,non
H14814,2016,1.0,0,N,V,V,U,2270.0,Non-combustible,without,13209,non
H2709,2013,0.5,0,V,V,V,U,3752.0,Non-combustible,without,38563,non
H14314,2012,1.0,0,V,N,O,R,2255.0,Non-combustible,>=10,13209,non
H2050,2013,0.5,0,V,V,V,U,1600.0,Non-combustible,without,38567,non
H4608,2013,1.0,0,N,V,V,U,750.0,Non-combustible,without,13212,non
H391,2014,1.0,0,N,V,V,U,320.0,Wood-framed,without,6029,non
H2256,2013,1.0,0,V,V,V,U,420.0,Non-combustible,without,34172,non
H14440,2014,1.0,0,N,V,V,U,1050.0,Fire-resistive,without,55545,non
H2150,2015,1.0,0,V,N,O,R,580.0,Non-combustible,3,83118,non
H19319,2016,0.5,0,V,N,O,R,720.0,Non-combustible,3,31555,non
H2428,2016,0.5,0,V,N,O,R,400.0,Fire-resistive,3,63014,non
H18374,2013,1.0,0,V,V,V,U,,Non-combustible,without,,non
H5414,2013,0.5,0,N,V,V,U,12.0,Fire-resistive,without,17274,non
H6315,2016,1.0,0,N,V,V,U,220.0,Non-combustible,without,13204,non
H4399,2016,0.5,0,V,N,O,R,1050.0,Non-combustible,3,26362,non
H2412,2012,1.0,0,V,V,V,U,743.0,Fire-resistive,without,13005,non
H6127,2013,1.0,0,V,V,V,U,1129.0,Fire-resistive,without,73029,non
H4973,2015,1.0,0,V,V,V,U,2275.0,Fire-resistive,without,91174,oui
H13726,2015,1.0,0,N,V,V,U,1050.0,Non-combustible,without,13208,oui
H7103,2014,1.0,0,V,N,O,R,1350.0,Non-combustible,4,64260,non
H14867,2012,1.0,0,V,V,V,U,,Non-combustible,without,,non
H16132,2013,1.0,1,V,N,O,R,1410.0,Wood-framed,6,75120,oui
H17930,2012,1.0,1,V,N,O,R,3276.0,Non-combustible,5,31555,non
H19869,2016,0.5,1,V,N,O,R,600.0,Fire-resistive,3,74305,non
H17773,2016,0.5,0,V,N,O,R,2700.0,Fire-resistive,3,35284,non
H12968,2016,0.5,1,N,V,V,U,350.0,Non-combustible,without,77186,non
H13545,2012,1.0,0,V,N,O,R,4100.0,Non-combustible,6,31555,oui
H3334,2013,1.0,0,V,N,O,R,950.0,Non-combustible,4,64122,non
H18192,2012,0.5,0,V,N,O,R,3728.0,Non-combustible,4,69250,oui
H1531,2015,1.0,0,V,N,O,R,3147.0,Non-combustible,5,62201,non
H19909,2016,0.5,1,V,N,O,R,11300.0,Fire-resistive,2,86194,oui
H14791,2013,1.0,0,N,V,V,U,2400.0,Non-combustible,without,83129,non
H1511,2012,1.0,0,V,N,O,R,900.0,Non-combustible,4,21231,non
H13936,2013,1.0,0,N,V,V,U,3600.0,Fire-resistive,without,13106,oui
H15575,2013,0.5,0,V,N,O,R,3570.0,Non-combustible,5,38517,non
H18607,2012,0.5,1,V,N,O,R,180.0,Non-combustible,3,34324,non
H4781,2016,0.5,1,V,V,V,U,1250.0,Non-combustible,without,57606,non
H16454,2016,1.0,1,V,N,O,R,1400.0,Ordinary,6,93027,oui
H15985,2012,1.0,1,V,N,O,R,2200.0,Ordinary,5,59350,non
H1295,2013,0.5,0,V,V,V,U,636.0,Non-combustible,without,51108,non
H13819,2013,1.0,0,N,V,V,U,4118.0,Non-combustible,without,64102,oui
H14194,2013,1.0,0,N,V,V,U,270.0,Fire-resistive,without,35299,non
H6473,2014,1.0,0,V,N,O,R,7930.0,Wood-framed,6,75106,oui
H3215,2012,1.0,0,V,V,V,U,500.0,Non-combustible,without,13201,non
H4129,2015,1.0,0,V,V,V,U,565.0,Fire-resistive,without,43224,non
H1450,2012,1.0,0,V,N,O,R,2870.0,Non-combustible,9,42218,non
H13404,2013,0.5,1,V,N,O,R,4255.0,Fire-resistive,2,16374,oui
H15649,2013,0.5,0,V,N,O,R,1702.0,Non-combustible,5,31033,non
H17418,2012,0.5,1,V,N,O,R,1575.0,Wood-framed,9,75116,oui
H7400,2016,0.5,0,V,V,V,U,872.0,Non-combustible,without,60338,non
H17455,2014,1.0,0,V,N,O,R,2650.0,Non-combustible,3,77445,non
H4035,2013,1.0,1,N,V,V,U,2100.0,Non-combustible,without,29233,non
H1901,2016,0.5,0,N,V,V,U,750.0,Wood-framed,without,6088,non
H2417,2012,1.0,0,V,V,V,U,470.0,Fire-resistive,without,5061,non
H7102,2012,1.0,0,V,N,O,R,1350.0,Non-combustible,4,64260,non
H1435,2012,1.0,0,V,V,V,U,324.0,Non-combustible,without,21231,non
H6957,2013,1.0,0,N,V,V,U,780.0,Non-combustible,without,34172,oui
H2083,2014,1.0,0,V,N,O,R,1961.0,Non-combustible,3,38567,non
H15753,2012,1.0,0,V,N,O,R,450.0,Non-combustible,4,31555,non
H14747,2015,1.0,0,V,N,O,R,2074.0,Non-combustible,4,76655,non
H16669,2014,1.0,1,V,N,O,R,900.0,Non-combustible,4,80182,non
H16766,2012,1.0,1,V,N,O,R,3411.0,Ordinary,5,94058,oui
H7224,2016,0.5,1,N,V,V,U,180.0,Ordinary,without,92022,non
H17603,2013,0.5,0,V,N,O,R,12053.0,Non-combustible,>=10,78372,oui
H14236,2014,1.0,0,N,V,V,U,1600.0,Non-combustible,without,30028,non
H5367,2012,1.0,1,N,V,V,U,1500.0,Ordinary,without,93045,non
H6007,2013,1.0,0,V,V,V,U,450.0,Non-combustible,without,67482,non
H14481,2012,1.0,1,V,N,O,R,999.0,Non-combustible,3,66130,non
H19762,2016,0.5,1,V,N,O,R,316.0,Non-combustible,3,83004,non
H17826,2012,1.0,1,V,N,O,R,3324.0,Ordinary,3,33200,non
H4043,2012,1.0,0,V,V,V,U,3000.0,Fire-resistive,without,43157,non
H18909,2012,0.5,0,V,N,O,R,450.0,Non-combustible,2,13206,non
H1335,2012,1.0,1,V,V,V,U,2106.0,Wood-framed,without,6083,oui
H19239,2013,0.5,0,V,N,O,R,2500.0,Non-combustible,>=10,13208,non
H15072,2014,1.0,1,V,N,O,R,1100.0,Non-combustible,3,38394,non
H4700,2016,0.5,0,V,N,O,R,7700.0,Wood-framed,5,6155,oui
H1686,2013,1.0,1,V,V,V,U,330.0,Non-combustible,without,69275,non
H6867,2016,0.5,0,V,V,V,U,450.0,Wood-framed,without,6088,oui
H18035,2015,1.0,1,V,N,O,R,9182.0,Ordinary,8,59350,oui
H5003,2012,1.0,0,V,V,V,U,1508.0,Non-combustible,without,29232,non
H1416,2015,1.0,0,V,N,O,R,500.0,Non-combustible,5,13201,non
H15153,2012,1.0,0,V,N,O,R,5600.0,Non-combustible,4,64102,oui
H7369,2012,1.0,0,V,V,V,U,4600.0,Fire-resistive,without,21617,oui
H3768,2012,1.0,0,V,V,V,U,443.0,Fire-resistive,without,13030,non
H13155,2014,0.5,0,N,V,V,U,670.0,Ordinary,without,54395,non
H13849,2013,1.0,0,V,N,O,R,4300.0,Fire-resistive,4,33063,non
H2078,2013,1.0,1,V,V,V,U,11547.0,Wood-framed,without,6088,oui
H5792,2012,1.0,0,V,V,V,U,120.0,Non-combustible,without,76217,non
H17805,2015,1.0,0,V,N,O,R,2394.0,Fire-resistive,4,89387,non
H17206,2014,1.0,0,V,N,O,R,2000.0,Non-combustible,3,83118,non
H14007,2015,1.0,0,N,V,V,U,840.0,Non-combustible,without,67180,non
H16623,2014,1.0,0,V,N,O,R,950.0,Non-combustible,2,83034,oui
H15711,2014,1.0,1,V,N,O,R,1250.0,Fire-resistive,4,33063,non
H13445,2015,1.0,0,N,V,V,U,250.0,Non-combustible,without,13216,non
H6257,2012,1.0,0,N,V,V,U,450.0,Fire-resistive,without,19031,non
H17555,2012,1.0,0,V,N,O,R,488.0,Fire-resistive,5,87085,non
H14799,2012,1.0,0,N,V,V,U,4660.0,Fire-resistive,without,13119,oui
H14543,2013,1.0,1,N,V,V,U,705.0,Ordinary,without,92026,non
H5148,2013,1.0,0,V,V,V,U,650.0,Non-combustible,without,90010,non
H17123,2013,1.0,1,V,N,O,R,2746.0,Fire-resistive,4,49353,oui
H15922,2013,1.0,0,V,N,O,R,400.0,Non-combustible,2,30189,non
H7145,2015,1.0,1,N,V,V,U,600.0,Ordinary,without,93001,oui
H7149,2012,0.5,0,N,V,V,U,600.0,Non-combustible,without,64122,oui
H14700,2012,1.0,0,N,V,V,U,4600.0,Wood-framed,without,6088,oui
H5917,2013,1.0,0,V,V,V,U,516.0,Ordinary,without,94046,non
H19129,2014,0.5,0,V,N,O,R,1762.0,Ordinary,4,59350,non
H2241,2014,1.0,0,V,V,V,U,,Non-combustible,without,,oui
H18769,2013,1.0,0,V,N,O,R,5640.0,Non-combustible,5,42218,oui
H4163,2013,1.0,1,V,V,V,U,5237.0,Ordinary,without,92014,oui
H3489,2013,1.0,0,V,N,O,R,4055.0,Non-combustible,5,63113,non
H13083,2013,1.0,0,V,N,O,R,3625.0,Fire-resistive,3,13106,non
H3474,2013,0.5,0,V,V,V,U,2293.0,Non-combustible,without,38538,oui
H4889,2014,1.0,0,V,V,V,U,3120.0,Non-combustible,without,83009,non
H6537,2013,1.0,0,V,V,V,U,,Fire-resistive,without,,non
H14025,2015,1.0,0,N,V,V,U,15.0,Non-combustible,without,13001,non
H18917,2012,0.5,0,V,N,O,R,1562.0,Ordinary,8,92071,non
H17271,2012,1.0,1,V,N,O,R,5278.0,Ordinary,5,92009,non
H15221,2015,1.0,0,V,N,O,R,3800.0,Non-combustible,3,57463,non
H14980,2012,1.0,0,N,V,V,U,7400.0,Non-combustible,without,51454,non
H18315,2016,0.5,1,V,N,O,R,6700.0,Fire-resistive,7,74010,non
H18860,2012,0.5,1,V,N,O,R,7500.0,Wood-framed,7,75108,oui
H17685,2013,0.5,0,V,N,O,R,5600.0,Non-combustible,2,66196,oui
H30,2014,1.0,0,V,N,O,R,960.0,Non-combustible,2,69278,non
H19452,2014,0.5,0,V,N,O,R,1300.0,Non-combustible,4,38534,oui
H17932,2015,1.0,1,V,N,O,R,3276.0,Non-combustible,5,31555,oui
H14548,2013,1.0,0,N,V,V,U,980.0,Non-combustible,without,62916,non
H16790,2014,1.0,0,V,N,O,R,498.0,Fire-resistive,2,13103,non
H13871,2013,1.0,0,V,N,O,R,3339.0,Non-combustible,5,83069,non
H19192,2015,1.0,1,V,N,O,R,3891.0,Wood-framed,8,75116,oui
H3189,2014,1.0,0,V,V,V,U,10300.0,Fire-resistive,without,63113,non
H2993,2015,0.5,0,V,V,V,U,460.0,Non-combustible,without,13203,non
H4092,2013,1.0,0,V,V,V,U,2844.0,Wood-framed,without,6104,oui
H5481,2013,1.0,0,V,V,V,U,1640.0,Ordinary,without,54395,non
H16726,2015,1.0,1,V,N,O,R,3281.0,Fire-resistive,5,33063,oui
H14699,2014,1.0,0,V,N,O,R,720.0,Ordinary,3,2A090,non
H2728,2012,0.5,0,V,V,V,U,400.0,Non-combustible,without,82112,non
H15333,2013,1.0,1,V,N,O,R,1320.0,Non-combustible,6,13206,non
H16898,2015,1.0,1,V,N,O,R,6025.0,Fire-resistive,5,73054,non
H4560,2014,1.0,0,V,N,O,R,800.0,Wood-framed,4,6027,oui
H19029,2015,1.0,1,V,N,O,R,12310.0,Ordinary,6,92071,oui
H1589,2013,0.5,1,V,V,V,U,850.0,Ordinary,without,38185,non
H6807,2014,1.0,0,V,N,O,R,4030.0,Non-combustible,6,63113,non
H13461,2015,1.0,1,N,V,V,U,450.0,Ordinary,without,92035,non
H5809,2016,0.5,0,V,V,V,U,1918.0,Fire-resistive,without,42123,non
H16775,2013,1.0,0,V,N,O,R,2100.0,Fire-resistive,4,74143,non
H17707,2015,1.0,1,V,N,O,R,1900.0,Fire-resistive,9,36044,oui
H5081,2013,1.0,0,V,V,V,U,2913.0,Fire-resistive,without,74012,non
H5789,2015,1.0,0,V,V,V,U,693.0,Fire-resistive,without,13004,non
H13875,2015,0.5,0,N,V,V,U,416.0,Ordinary,without,94017,non
H284,2013,0.5,0,V,V,V,U,1995.0,Non-combustible,without,14118,non
H13531,2014,1.0,0,V,V,V,U,,Non-combustible,without,,non
H6832,2015,0.5,0,N,V,V,U,2900.0,Non-combustible,without,64129,non
H3686,2013,1.0,0,V,V,V,U,1700.0,Non-combustible,without,31555,oui
H1668,2015,1.0,1,V,N,O,R,9000.0,Non-combustible,6,83126,oui
H17226,2016,1.0,0,V,N,O,R,480.0,Fire-resistive,4,10387,non
H14513,2015,1.0,1,N,V,V,U,600.0,Fire-resistive,without,91326,non
H1819,2015,0.5,0,V,N,O,R,540.0,Fire-resistive,4,88196,non
H7221,2014,1.0,0,V,N,O,R,2100.0,Non-combustible,8,13207,oui
H13170,2015,1.0,0,N,V,V,U,2000.0,Fire-resistive,without,73920,non
H17463,2014,0.5,0,V,N,O,R,2700.0,Non-combustible,5,42218,non
H18023,2016,0.5,0,V,N,O,R,5555.0,Fire-resistive,4,27229,non
H17524,2012,1.0,1,V,N,O,R,1880.0,Non-combustible,5,95585,oui
H17031,2013,1.0,0,V,N,O,R,2143.0,Fire-resistive,3,74016,non
H18566,2012,0.5,0,V,N,O,R,720.0,Fire-resistive,3,17299,non
H5087,2012,1.0,1,V,N,O,R,1150.0,Ordinary,6,92044,non
H5012,2012,1.0,0,V,V,V,U,4601.0,Non-combustible,without,29232,non
H17679,2013,0.5,1,V,N,O,R,1195.0,Fire-resistive,4,37261,non
H6085,2016,0.5,0,N,V,V,U,317.0,Wood-framed,without,6083,non
H13767,2012,1.0,0,N,V,V,U,1084.0,Non-combustible,without,64122,non
H576,2012,1.0,1,V,V,V,U,4998.0,Ordinary,without,64445,non
H3208,2015,1.0,0,N,V,V,U,1891.0,Non-combustible,without,13213,non
H17278,2012,1.0,0,V,N,O,R,250.0,Fire-resistive,1,91390,non
H5606,2013,1.0,0,V,N,O,R,950.0,Non-combustible,3,30189,non
H16723,2016,0.5,1,V,N,O,R,3173.0,Ordinary,7,92062,oui
H7174,2012,1.0,0,N,V,V,U,400.0,Ordinary,without,54395,non
H2272,2014,0.5,1,V,V,V,U,459.0,Non-combustible,without,51454,non
H14596,2014,1.0,1,N,V,V,U,333.0,Ordinary,without,92025,non
H14745,2016,0.5,0,N,V,V,U,446.0,Non-combustible,without,21231,non
H615,2014,0.5,0,V,N,O,R,360.0,Fire-resistive,3,91223,non
H6186,2013,0.5,0,V,V,V,U,550.0,Non-combustible,without,62108,non
H3567,2016,0.5,0,V,V,V,U,7857.0,Fire-resistive,without,43251,non
H17377,2013,1.0,1,V,N,O,R,3213.0,Fire-resistive,3,44020,oui
H19561,2015,1.0,0,V,N,O,R,650.0,Fire-resistive,2,33009,oui
H14408,2014,0.5,0,N,V,V,U,2208.0,Fire-resistive,without,13071,non
H5089,2013,1.0,0,V,V,V,U,300.0,Fire-resistive,without,85194,non
H14628,2013,1.0,0,N,V,V,U,200.0,Non-combustible,without,34172,non
H14142,2013,1.0,1,N,V,V,U,710.0,Ordinary,without,92035,non
H14431,2015,1.0,0,N,V,V,U,350.0,Non-combustible,without,77288,non
H18434,2016,1.0,1,V,N,O,R,750.0,Non-combustible,4,57430,non
H17614,2014,1.0,0,V,N,O,R,3161.0,Ordinary,5,92048,oui
H14749,2012,1.0,1,V,N,O,R,2050.0,Non-combustible,5,67218,non
H2926,2012,1.0,0,V,V,V,U,300.0,Non-combustible,without,34172,non
H15160,2012,1.0,0,V,N,O,R,2755.0,Non-combustible,3,60346,non
H5632,2012,0.5,0,V,V,V,U,600.0,Fire-resistive,without,91223,non
H13948,2014,1.0,1,V,N,O,R,731.0,Non-combustible,3,83036,non
H16958,2013,0.5,0,V,N,O,R,275.0,Fire-resistive,3,58194,non
H7068,2016,0.5,1,V,N,O,R,4000.0,Ordinary,4,93032,non
H1960,2013,1.0,0,N,V,V,U,1620.0,Wood-framed,without,6088,oui
H18843,2016,1.0,0,V,N,O,R,502.0,Fire-resistive,4,10387,non
H6722,2013,1.0,1,N,V,V,U,500.0,Fire-resistive,without,13007,non
H3345,2012,1.0,0,V,N,O,R,7480.0,Wood-framed,5,6123,oui
H4036,2014,1.0,0,V,N,O,R,450.0,Non-combustible,3,66136,non
H18295,2015,1.0,0,V,N,O,R,660.0,Non-combustible,5,13204,non
H2945,2015,1.0,0,V,V,V,U,5800.0,Ordinary,without,83137,oui
H1918,2013,1.0,0,N,V,V,U,655.0,Non-combustible,without,31555,non
H18943,2013,0.5,1,V,N,O,R,3100.0,Wood-framed,7,6088,oui
H2961,2016,1.0,0,V,N,O,R,696.0,Ordinary,5,54395,non
H18134,2014,1.0,0,V,N,O,R,167.0,Ordinary,2,93046,non
H16186,2013,1.0,0,V,V,V,U,,Non-combustible,without,,non
H2550,2014,1.0,0,V,N,O,R,600.0,Fire-resistive,3,74236,non
H19126,2015,1.0,0,V,N,O,R,2240.0,Fire-resistive,4,13004,non
H6958,2012,1.0,1,N,V,V,U,1041.0,Fire-resistive,without,12202,non
H15750,2014,0.5,1,V,N,O,R,1494.0,Non-combustible,2,34073,non
H13598,2013,1.0,0,V,N,O,R,1800.0,Ordinary,4,59163,oui
H2401,2016,0.5,0,V,V,V,U,1210.0,Non-combustible,without,38931,non
H14807,2014,1.0,0,N,V,V,U,605.0,Non-combustible,without,13206,non
H18716,2012,0.5,0,V,N,O,R,340.0,Non-combustible,3,30133,non
H15728,2016,0.5,0,V,N,O,R,1200.0,Wood-framed,5,6104,non
H12619,2013,0.5,0,N,V,V,U,300.0,Wood-framed,without,6029,non
H14859,2012,1.0,1,N,V,V,U,1175.0,Ordinary,without,94002,non
H3689,2014,0.5,0,V,V,V,U,2738.0,Non-combustible,without,26362,non
H6059,2016,0.5,1,V,N,O,R,700.0,Ordinary,4,92012,oui
H17982,2013,1.0,1,V,N,O,R,2670.0,Wood-framed,7,75116,non
H2211,2013,0.5,0,V,V,V,U,335.0,Non-combustible,without,13204,non
H6150,2013,0.5,0,N,V,V,U,420.0,Non-combustible,without,57463,non
H15894,2013,1.0,0,V,N,O,R,2300.0,Non-combustible,3,31555,non
H17846,2013,0.5,0,V,V,V,U,,Fire-resistive,without,,non
H7101,2012,1.0,0,V,N,O,R,795.0,Non-combustible,4,63113,non
H2850,2016,0.5,0,V,V,V,U,2310.0,Non-combustible,without,26347,non
H3444,2014,1.0,0,V,N,O,R,400.0,Ordinary,3,93048,non
H19786,2016,0.5,0,V,N,O,R,400.0,Ordinary,3,59350,non
H5122,2013,0.5,0,V,N,O,R,390.0,Non-combustible,3,69383,non
H15271,2015,1.0,1,V,N,O,R,1400.0,Non-combustible,5,83009,non
H3775,2012,1.0,0,N,V,V,U,1156.0,Non-combustible,without,25356,oui
H19109,2015,1.0,0,V,N,O,R,3300.0,Non-combustible,5,13210,oui
H17551,2015,1.0,0,V,N,O,R,720.0,Fire-resistive,2,13039,oui
H18032,2014,1.0,1,V,N,O,R,15620.0,Ordinary,>=10,59350,oui
H6703,2015,1.0,1,N,V,V,U,400.0,Ordinary,without,94078,non
H64,2016,1.0,0,V,V,V,U,900.0,Non-combustible,without,83069,non
H4306,2013,1.0,0,V,V,V,U,1320.0,Fire-resistive,without,74056,non
H15771,2015,1.0,1,V,N,O,R,850.0,Wood-framed,7,75115,non
H19161,2014,1.0,0,V,N,O,R,2157.0,Fire-resistive,5,16015,non
H17995,2013,1.0,0,V,N,O,R,470.0,Non-combustible,4,26362,non
H3692,2013,0.5,0,V,V,V,U,4074.0,Ordinary,without,64483,oui
H17402,2013,0.5,0,V,V,V,U,,Non-combustible,without,,oui
H1272,2015,1.0,0,V,N,O,R,300.0,Fire-resistive,3,19031,non
H15087,2015,1.0,0,N,V,V,U,400.0,Fire-resistive,without,10387,non
H2697,2012,1.0,0,V,V,V,U,440.0,Non-combustible,without,42218,non
H5927,2012,1.0,0,V,N,O,R,2889.0,Fire-resistive,5,28088,oui
H16461,2016,0.5,0,V,N,O,R,808.0,Fire-resistive,4,13063,oui
H5439,2015,1.0,0,V,N,O,R,3500.0,Wood-framed,4,6104,non
H15841,2015,1.0,1,V,N,O,R,1350.0,Non-combustible,2,66130,non
H13281,2014,1.0,0,V,N,O,R,1984.0,Wood-framed,7,6088,oui
H14190,2013,1.0,0,N,V,V,U,370.0,Non-combustible,without,13206,oui
H5468,2015,1.0,1,V,V,V,U,400.0,Wood-framed,without,75105,oui
H5460,2012,1.0,0,V,V,V,U,985.0,Ordinary,without,83137,non
H13700,2015,1.0,0,V,N,O,R,250.0,Ordinary,4,33063,non
H6341,2012,1.0,0,N,V,V,U,620.0,Non-combustible,without,13001,non
H15129,2016,1.0,0,V,N,O,R,3826.0,Fire-resistive,5,73303,non
H5499,2013,1.0,0,N,V,V,U,300.0,Non-combustible,without,77288,non
H5026,2013,0.5,1,V,V,V,U,5746.0,Fire-resistive,without,33096,non
H3180,2014,1.0,0,V,V,V,U,600.0,Non-combustible,without,42218,non
H13014,2012,0.5,0,N,V,V,U,500.0,Ordinary,without,59350,non
H18486,2012,0.5,0,V,N,O,R,850.0,Non-combustible,3,64160,non
H19628,2016,0.5,0,V,N,O,R,1410.0,Wood-framed,8,75116,oui
H6205,2012,1.0,0,N,V,V,U,700.0,Non-combustible,without,63113,non
H16482,2015,1.0,1,V,N,O,R,1820.0,Non-combustible,4,83126,oui
H6772,2015,1.0,1,N,V,V,U,550.0,Non-combustible,without,78015,non
H14873,2014,1.0,0,N,V,V,U,3900.0,Non-combustible,without,13208,non
H5990,2015,1.0,1,V,V,V,U,1290.0,Non-combustible,without,69386,non
H3114,2014,1.0,0,V,N,O,R,2250.0,Non-combustible,8,13201,oui
H16840,2016,0.5,1,V,N,O,R,450.0,Non-combustible,1,78571,non
H16147,2015,1.0,1,V,N,O,R,1260.0,Wood-framed,6,75107,non
H13866,2012,1.0,0,N,V,V,U,256.0,Non-combustible,without,77288,non
H4662,2012,1.0,0,N,V,V,U,900.0,Non-combustible,without,13204,non
H19634,2016,0.5,0,V,N,O,R,660.0,Non-combustible,6,13207,oui
H13091,2013,1.0,0,V,N,O,R,1950.0,Fire-resistive,5,35288,non
H1290,2014,1.0,0,V,V,V,U,2250.0,Fire-resistive,without,88383,non
H16136,2013,1.0,1,V,N,O,R,1650.0,Ordinary,4,94068,non
H16426,2016,0.5,0,V,N,O,R,11900.0,Non-combustible,>=10,69202,oui
H4134,2014,1.0,0,V,V,V,U,1002.0,Fire-resistive,without,74140,non
H16757,2014,1.0,1,V,V,V,U,,Ordinary,without,,non
H19927,2016,0.5,0,V,N,O,R,1650.0,Fire-resistive,3,21054,non
H1897,2016,0.5,0,V,V,V,U,2041.0,Fire-resistive,without,21515,non
H15052,2013,1.0,0,N,V,V,U,6100.0,Non-combustible,without,13210,non
H14748,2012,1.0,0,N,V,V,U,960.0,Ordinary,without,93066,non
H6256,2016,0.5,0,N,V,V,U,475.0,Non-combustible,without,64249,non
H7379,2015,1.0,0,V,V,V,U,17.0,Non-combustible,without,95424,non
H13542,2015,1.0,0,N,V,V,U,600.0,Non-combustible,without,29151,non
H1890,2014,1.0,0,V,N,O,R,435.0,Ordinary,5,38185,non
H6515,2013,1.0,0,N,V,V,U,3200.0,Non-combustible,without,68271,non
H16694,2016,0.5,0,V,N,O,R,1264.0,Ordinary,5,93048,non
H4273,2015,1.0,0,V,N,O,R,3664.0,Non-combustible,4,63113,non
H4352,2013,1.0,0,V,V,V,U,1200.0,Non-combustible,without,69385,non
H18892,2016,0.5,1,V,N,O,R,2934.0,Ordinary,7,94080,oui
H2766,2014,0.5,0,V,V,V,U,676.0,Non-combustible,without,64122,non
H6242,2012,1.0,0,V,N,O,R,425.0,Fire-resistive,3,5061,non
H2712,2014,1.0,0,V,N,O,R,550.0,Non-combustible,3,34172,non
H15408,2013,1.0,0,V,N,O,R,1567.0,Fire-resistive,3,21054,non
H3882,2012,1.0,0,N,V,V,U,380.0,Fire-resistive,without,33063,non
H14887,2015,1.0,0,N,V,V,U,6270.0,Non-combustible,without,62193,oui
H14901,2014,1.0,0,N,V,V,U,700.0,Non-combustible,without,13207,non
H5452,2015,1.0,0,V,V,V,U,920.0,Non-combustible,without,64140,non
H7172,2014,0.5,0,V,V,V,U,4368.0,Non-combustible,without,38421,non
H5259,2016,0.5,0,V,N,O,R,326.0,Ordinary,2,93053,non
H19441,2014,0.5,1,V,N,O,R,600.0,Non-combustible,2,77135,non
H6098,2014,1.0,0,N,V,V,U,6800.0,Non-combustible,without,13208,non
H16464,2013,1.0,0,V,N,O,R,752.0,Fire-resistive,4,35288,non
H6109,2015,0.5,0,V,V,V,U,1400.0,Non-combustible,without,83115,oui
H5420,2016,0.5,0,V,V,V,U,2700.0,Ordinary,without,64483,non
H3361,2015,1.0,0,V,V,V,U,1600.0,Non-combustible,without,68278,non
H2684,2015,1.0,1,V,V,V,U,1400.0,Wood-framed,without,6088,non
H15464,2014,1.0,0,V,N,O,R,600.0,Non-combustible,4,64545,non
H3828,2014,0.5,0,N,V,V,U,6500.0,Non-combustible,without,51454,non
H4486,2016,1.0,0,V,N,O,R,500.0,Wood-framed,4,6083,non
H13823,2014,1.0,1,N,V,V,U,900.0,Ordinary,without,92035,non
H17022,2012,1.0,0,V,N,O,R,1350.0,Fire-resistive,4,13001,non
H5065,2012,1.0,0,V,V,V,U,1480.0,Fire-resistive,without,13086,non
H17661,2015,1.0,1,V,N,O,R,2369.0,Ordinary,5,93055,oui
H19439,2014,0.5,0,V,N,O,R,2809.0,Fire-resistive,3,21295,non
H2214,2012,1.0,0,V,V,V,U,1140.0,Non-combustible,without,34172,non
